County,Year,Deaths,State
Knox County,2013,10, KY
Knox County,2013,12, OH
Knox County,2013,92, TN
La Crosse County,2013,11, WI
La Porte County,2013,16, IN
LaSalle County,2013,24, IL
Lackawanna County,2013,41, PA
Lafayette Parish,2013,26, LA
Lafourche Parish,2013,14, LA
Lake County,2013,27, CA
Lake County,2013,22, FL
Lake County,2013,62, IL
Lake County,2013,76, IN
Lake County,2013,43, OH
Lancaster County,2013,18, NE
Lancaster County,2013,49, PA
Lancaster County,2013,11, SC
Lane County,2013,54, OR
Laramie County,2013,15, WY
Larimer County,2013,58, CO
Laurens County,2013,17, SC
Lawrence County,2013,24, PA
Le Flore County,2013,11, OK
Lea County,2013,13, NM
Leavenworth County,2013,10, KS
Lee County,2013,10, AL
Lee County,2013,60, FL
Lehigh County,2013,49, PA
Leon County,2013,11, FL
Lexington County,2013,47, SC
Licking County,2013,23, OH
Lincoln County,2013,15, NC
Linn County,2013,20, IA
Linn County,2013,14, OR
Litchfield County,2013,33, CT
Livingston County,2013,23, MI
Livingston Parish,2013,36, LA
Logan County,2013,21, WV
Lonoke County,2013,10, AR
Lorain County,2013,69, OH
Los Angeles County,2013,846, CA
Loudoun County,2013,14, VA
Lubbock County,2013,29, TX
Lucas County,2013,72, OH
Luzerne County,2013,59, PA
Lycoming County,2013,14, PA
Macomb County,2013,250, MI
Macon County,2013,10, IL
Madera County,2013,18, CA
Madison County,2013,19, AL
Madison County,2013,42, IL
Madison County,2013,16, IN
Madison County,2013,12, KY
Mahoning County,2013,41, OH
Manatee County,2013,69, FL
Maricopa County,2013,770, AZ
Marin County,2013,39, CA
Marion County,2013,45, FL
Marion County,2013,203, IN
Marion County,2013,18, OH
Marion County,2013,12, OR
Marquette County,2013,10, MI
Marshall County,2013,13, AL
Martin County,2013,18, FL
Mason County,2013,10, WA
Matanuska-Susitna Borough,2013,10, AK
Maui County,2013,16, HI
McCracken County,2013,16, KY
McDowell County,2013,19, WV
McHenry County,2013,28, IL
McLean County,2013,10, IL
McLennan County,2013,11, TX
Mecklenburg County,2013,59, NC
Medina County,2013,14, OH
Mendocino County,2013,20, CA
Merced County,2013,26, CA
Mercer County,2013,40, NJ
Mercer County,2013,24, PA
Mercer County,2013,21, WV
Merrimack County,2013,15, NH
Mesa County,2013,14, CO
Miami County,2013,12, OH
Miami-Dade County,2013,124, FL
Middlesex County,2013,19, CT
Middlesex County,2013,184, MA
Middlesex County,2013,68, NJ
Midland County,2013,17, TX
Milwaukee County,2013,226, WI
Mingo County,2013,12, WV
Minnehaha County,2013,13, SD
Missoula County,2013,12, MT
Mobile County,2013,57, AL
Mohave County,2013,61, AZ
Monmouth County,2013,72, NJ
Monroe County,2013,13, IN
Monroe County,2013,36, MI
Monroe County,2013,88, NY
Monroe County,2013,22, PA
Monterey County,2013,50, CA
Montgomery County,2013,47, MD
Montgomery County,2013,212, OH
Montgomery County,2013,136, PA
Montgomery County,2013,22, TN
Montgomery County,2013,41, TX
Morgan County,2013,18, AL
Morgan County,2013,11, IN
Morris County,2013,39, NJ
Multnomah County,2013,141, OR
Murray County,2013,10, GA
Muscogee County,2013,11, GA
Muskegon County,2013,33, MI
Muskingum County,2013,10, OH
Muskogee County,2013,14, OK
Napa County,2013,12, CA
Nash County,2013,11, NC
Nassau County,2013,14, FL
Nassau County,2013,169, NY
Natrona County,2013,14, WY
Navajo County,2013,22, AZ
Nevada County,2013,23, CA
New Castle County,2013,88, DE
New Hanover County,2013,35, NC
New Haven County,2013,153, CT
New London County,2013,58, CT
New York County,2013,205, NY
Newport County,2013,15, RI
Newport News city,2013,15, VA
Newton County,2013,10, GA
Niagara County,2013,30, NY
Nicholas County,2013,10, WV
Norfolk County,2013,90, MA
Norfolk city,2013,36, VA
Northampton County,2013,39, PA
Northumberland County,2013,14, PA
Nueces County,2013,53, TX
Oakland County,2013,213, MI
Ocean County,2013,145, NJ
Oconee County,2013,12, SC
Oklahoma County,2013,167, OK
Olmsted County,2013,15, MN
Oneida County,2013,20, NY
Onondaga County,2013,56, NY
Onslow County,2013,16, NC
Orange County,2013,358, CA
Orange County,2013,122, FL
Orange County,2013,56, NY
Orange County,2013,10, TX
Orleans Parish,2013,113, LA
Osceola County,2013,27, FL
Oswego County,2013,14, NY
Ottawa County,2013,15, MI
Ouachita Parish,2013,17, LA
Ozaukee County,2013,10, WI
Palm Beach County,2013,233, FL
Pasco County,2013,99, FL
Passaic County,2013,58, NJ
Paulding County,2013,13, GA
Pearl River County,2013,15, MS
Penobscot County,2013,15, ME
Peoria County,2013,26, IL
Philadelphia County,2013,415, PA
Pickaway County,2013,10, OH
Pickens County,2013,30, SC
Pierce County,2013,122, WA
Pike County,2013,20, KY
Pima County,2013,209, AZ
Pinal County,2013,41, AZ
Pinellas County,2013,176, FL
Pitt County,2013,15, NC
Pittsylvania County,2013,10, VA
Placer County,2013,41, CA
Plymouth County,2013,94, MA
Polk County,2013,88, FL
Polk County,2013,48, IA
Portage County,2013,22, OH
Porter County,2013,32, IN
Portsmouth city,2013,11, VA
Pottawatomie County,2013,13, OK
Potter County,2013,15, TX
Prince George's County,2013,47, MD
Prince William County,2013,23, VA
Providence County,2013,142, RI
Pueblo County,2013,33, CO
Pulaski County,2013,48, AR
Pulaski County,2013,11, KY
Putnam County,2013,14, NY
Putnam County,2013,15, TN
Putnam County,2013,11, WV
Queens County,2013,194, NY
Racine County,2013,30, WI
Raleigh County,2013,33, WV
Ramsey County,2013,64, MN
Randolph County,2013,22, NC
Rankin County,2013,10, MS
Rapides Parish,2013,14, LA
Reno County,2013,10, KS
Rensselaer County,2013,11, NY
Richland County,2013,22, OH
Richland County,2013,26, SC
Richmond County,2013,15, GA
Richmond County,2013,67, NY
Richmond city,2013,27, VA
Rio Arriba County,2013,28, NM
Riverside County,2013,337, CA
Roane County,2013,18, TN
Roanoke city,2013,22, VA
Robeson County,2013,17, NC
Rock County,2013,26, WI
Rockdale County,2013,10, GA
Rockingham County,2013,11, NC
Rockingham County,2013,31, NH
Rockland County,2013,27, NY
Ross County,2013,16, OH
Rowan County,2013,24, NC
Rutherford County,2013,10, NC
Rutherford County,2013,35, TN
Rutland County,2013,10, VT
Sacramento County,2013,259, CA
Saginaw County,2013,27, MI
Salt Lake County,2013,261, UT
San Bernardino County,2013,220, CA
San Diego County,2013,448, CA
San Francisco County,2013,128, CA
San Joaquin County,2013,109, CA
San Juan County,2013,15, NM
San Luis Obispo County,2013,33, CA
San Mateo County,2013,47, CA
Sandoval County,2013,20, NM
Sangamon County,2013,17, IL
Santa Barbara County,2013,52, CA
Santa Clara County,2013,152, CA
Santa Cruz County,2013,43, CA
Santa Fe County,2013,40, NM
Santa Rosa County,2013,11, FL
Sarasota County,2013,67, FL
Saratoga County,2013,11, NY
Sauk County,2013,10, WI
Schuylkill County,2013,18, PA
Scioto County,2013,18, OH
Scott County,2013,34, IA
Sedgwick County,2013,61, KS
Seminole County,2013,45, FL
Sequoyah County,2013,16, OK
Sevier County,2013,13, TN
Shasta County,2013,42, CA
Shelby County,2013,27, AL
Shelby County,2013,132, TN
Skagit County,2013,23, WA
Smith County,2013,17, TX
Snohomish County,2013,126, WA
Solano County,2013,45, CA
Somerset County,2013,34, NJ
Somerset County,2013,10, PA
Sonoma County,2013,31, CA
Spartanburg County,2013,35, SC
Spokane County,2013,63, WA
Spotsylvania County,2013,12, VA
St. Bernard Parish,2013,15, LA
St. Charles County,2013,43, MO
St. Charles Parish,2013,14, LA
St. Clair County,2013,17, AL
St. Clair County,2013,33, IL
St. Clair County,2013,35, MI
St. Francois County,2013,21, MO
St. Johns County,2013,11, FL
St. Joseph County,2013,33, IN
St. Louis County,2013,20, MN
St. Louis County,2013,169, MO
St. Louis city,2013,85, MO
St. Lucie County,2013,33, FL
St. Tammany Parish,2013,66, LA
Stafford County,2013,13, VA
Stanislaus County,2013,69, CA
Stanly County,2013,10, NC
Stark County,2013,52, OH
Stearns County,2013,16, MN
Strafford County,2013,17, NH
Suffolk County,2013,143, MA
Suffolk County,2013,273, NY
Sullivan County,2013,17, NY
Sullivan County,2013,23, TN
Summit County,2013,96, OH
Sumner County,2013,20, TN
Susquehanna County,2013,10, PA
Sussex County,2013,27, DE
Sussex County,2013,15, NJ
Talladega County,2013,11, AL
Tangipahoa Parish,2013,20, LA
Tarrant County,2013,148, TX
Taylor County,2013,10, TX
Terrebonne Parish,2013,22, LA
Thurston County,2013,25, WA
Tippecanoe County,2013,24, IN
Tolland County,2013,10, CT
Tooele County,2013,11, UT
Travis County,2013,153, TX
Trumbull County,2013,37, OH
Tulare County,2013,32, CA
Tulsa County,2013,121, OK
Tuolumne County,2013,12, CA
Tuscaloosa County,2013,30, AL
Tuscarawas County,2013,11, OH
Ulster County,2013,19, NY
Union County,2013,17, NC
Union County,2013,42, NJ
Utah County,2013,84, UT
Valencia County,2013,14, NM
Van Buren County,2013,12, MI
Vanderburgh County,2013,31, IN
Venango County,2013,10, PA
Ventura County,2013,124, CA
Victoria County,2013,14, TX
Vigo County,2013,20, IN
Virginia Beach city,2013,46, VA
Volusia County,2013,100, FL
Wagoner County,2013,18, OK
Wake County,2013,69, NC
Walker County,2013,26, AL
Walton County,2013,15, GA
Walworth County,2013,14, WI
Warren County,2013,13, KY
Warren County,2013,11, MO
Warren County,2013,12, NJ
Warren County,2013,27, OH
Washington County,2013,12, AR
Washington County,2013,21, MD
Washington County,2013,14, MN
Washington County,2013,43, OR
Washington County,2013,43, PA
Washington County,2013,19, RI
Washington County,2013,11, TN
Washington County,2013,25, UT
Washington County,2013,19, WI
Washoe County,2013,110, NV
Washtenaw County,2013,46, MI
Waukesha County,2013,39, WI
Wayne County,2013,18, IN
Wayne County,2013,438, MI
Wayne County,2013,11, NC
Wayne County,2013,17, WV
Webb County,2013,29, TX
Weber County,2013,39, UT
Weld County,2013,20, CO
Westchester County,2013,104, NY
Westmoreland County,2013,94, PA
Whatcom County,2013,13, WA
Whitfield County,2013,14, GA
Whitley County,2013,13, KY
Wichita County,2013,16, TX
Wicomico County,2013,11, MD
Wilkes County,2013,19, NC
Will County,2013,78, IL
Williamson County,2013,13, TN
Williamson County,2013,34, TX
Wilson County,2013,19, TN
Windham County,2013,13, CT
Winnebago County,2013,83, IL
Winnebago County,2013,14, WI
Wise County,2013,11, VA
Wood County,2013,16, WV
Woodbury County,2013,14, IA
Worcester County,2013,143, MA
Wyoming County,2013,14, WV
Yakima County,2013,14, WA
Yavapai County,2013,65, AZ
Yellowstone County,2013,24, MT
Yolo County,2013,23, CA
York County,2013,19, ME
York County,2013,56, PA
York County,2013,31, SC
Yuma County,2013,22, AZ
Ada County,2014,65, ID
Adams County,2014,88, CO
Adams County,2014,10, OH
Aiken County,2014,26, SC
Alachua County,2014,19, FL
Alamance County,2014,16, NC
Alameda County,2014,165, CA
Albany County,2014,25, NY
Allegan County,2014,21, MI
Allegheny County,2014,314, PA
Allen County,2014,51, IN
Allen County,2014,12, OH
Amador County,2014,11, CA
Anchorage Borough,2014,48, AK
Anderson County,2014,35, SC
Anderson County,2014,18, TN
Androscoggin County,2014,21, ME
Anne Arundel County,2014,111, MD
Anoka County,2014,22, MN
Arapahoe County,2014,99, CO
Armstrong County,2014,17, PA
Ascension Parish,2014,15, LA
Ashtabula County,2014,27, OH
Atlantic County,2014,56, NJ
Baldwin County,2014,32, AL
Baltimore County,2014,189, MD
Baltimore city,2014,254, MD
Bannock County,2014,22, ID
Barnstable County,2014,48, MA
Barrow County,2014,11, GA
Bartholomew County,2014,10, IN
Bartow County,2014,16, GA
Bay County,2014,22, FL
Bay County,2014,13, MI
Beaufort County,2014,10, SC
Beaver County,2014,34, PA
Belknap County,2014,10, NH
Bell County,2014,17, TX
Belmont County,2014,14, OH
Benton County,2014,19, AR
Benton County,2014,20, WA
Bergen County,2014,79, NJ
Berkeley County,2014,23, SC
Berkeley County,2014,39, WV
Berks County,2014,58, PA
Berkshire County,2014,24, MA
Bernalillo County,2014,193, NM
Berrien County,2014,31, MI
Bexar County,2014,181, TX
Bibb County,2014,11, GA
Blair County,2014,19, PA
Blount County,2014,11, AL
Blount County,2014,19, TN
Bonneville County,2014,19, ID
Boone County,2014,29, KY
Boone County,2014,12, MO
Boone County,2014,22, WV
Boulder County,2014,33, CO
Boyd County,2014,15, KY
Bradley County,2014,24, TN
Brazoria County,2014,20, TX
Brazos County,2014,20, TX
Brevard County,2014,111, FL
Bristol County,2014,181, MA
Bristol County,2014,11, RI
Bronx County,2014,204, NY
Brooke County,2014,10, WV
Broome County,2014,34, NY
Broward County,2014,230, FL
Brown County,2014,17, OH
Brown County,2014,20, WI
Brunswick County,2014,20, NC
Buchanan County,2014,11, MO
Bucks County,2014,158, PA
Bullitt County,2014,25, KY
Buncombe County,2014,28, NC
Burke County,2014,23, NC
Burlington County,2014,62, NJ
Butler County,2014,13, MO
Butler County,2014,151, OH
Butler County,2014,34, PA
Butte County,2014,70, CA
Cabarrus County,2014,22, NC
Cabell County,2014,46, WV
Cache County,2014,11, UT
Caddo Parish,2014,15, LA
Calcasieu Parish,2014,25, LA
Caldwell County,2014,13, NC
Calhoun County,2014,19, AL
Calhoun County,2014,26, MI
Calvert County,2014,12, MD
Cambria County,2014,35, PA
Camden County,2014,123, NJ
Campbell County,2014,42, KY
Campbell County,2014,15, TN
Canadian County,2014,16, OK
Canyon County,2014,20, ID
Cape May County,2014,16, NJ
Carbon County,2014,17, PA
Carroll County,2014,17, GA
Carroll County,2014,24, MD
Carroll County,2014,10, VA
Carson City,2014,10, NV
Carter County,2014,12, OK
Carteret County,2014,15, NC
Cass County,2014,12, MO
Cass County,2014,10, ND
Catawba County,2014,26, NC
Catoosa County,2014,12, GA
Cecil County,2014,33, MD
Centre County,2014,12, PA
Champaign County,2014,29, IL
Champaign County,2014,11, OH
Charles County,2014,18, MD
Charleston County,2014,47, SC
Charlotte County,2014,22, FL
Chatham County,2014,21, GA
Chautauqua County,2014,17, NY
Cheatham County,2014,16, TN
Cherokee County,2014,35, GA
Cherokee County,2014,12, OK
Chesapeake city,2014,18, VA
Cheshire County,2014,10, NH
Chester County,2014,68, PA
Chesterfield County,2014,22, VA
Chittenden County,2014,13, VT
Citrus County,2014,24, FL
Clackamas County,2014,46, OR
Claiborne County,2014,10, TN
Clark County,2014,23, IN
Clark County,2014,396, NV
Clark County,2014,38, OH
Clark County,2014,59, WA
Clay County,2014,26, FL
Clay County,2014,16, MO
Clayton County,2014,16, GA
Clermont County,2014,80, OH
Cleveland County,2014,13, NC
Cleveland County,2014,31, OK
Clinton County,2014,13, OH
Cobb County,2014,119, GA
Cochise County,2014,16, AZ
Cocke County,2014,12, TN
Collier County,2014,41, FL
Collin County,2014,70, TX
Columbia County,2014,11, FL
Columbia County,2014,14, GA
Columbiana County,2014,19, OH
Columbus County,2014,10, NC
Comanche County,2014,24, OK
Contra Costa County,2014,138, CA
Cook County,2014,636, IL
Coos County,2014,11, NH
Coweta County,2014,12, GA
Cowlitz County,2014,21, WA
Craven County,2014,11, NC
Crawford County,2014,17, PA
Creek County,2014,19, OK
Cullman County,2014,27, AL
Culpeper County,2014,13, VA
Cumberland County,2014,37, ME
Cumberland County,2014,39, NC
Cumberland County,2014,29, NJ
Cumberland County,2014,25, PA
Cumberland County,2014,14, TN
Cuyahoga County,2014,280, OH
Dakota County,2014,30, MN
Dallas County,2014,353, TX
Dane County,2014,78, WI
Darke County,2014,11, OH
Dauphin County,2014,50, PA
Davidson County,2014,31, NC
Davidson County,2014,126, TN
Davis County,2014,43, UT
DeKalb County,2014,50, GA
DeKalb County,2014,10, TN
DeSoto County,2014,20, MS
Dearborn County,2014,14, IN
Delaware County,2014,29, IN
Delaware County,2014,12, OH
Delaware County,2014,12, OK
Delaware County,2014,158, PA
Denton County,2014,48, TX
Denver County,2014,130, CO
Deschutes County,2014,10, OR
Dickson County,2014,10, TN
District of Columbia,2014,90, DC
Dona Ana County,2014,33, NM
Dorchester County,2014,10, SC
Douglas County,2014,15, CO
Douglas County,2014,22, GA
Douglas County,2014,48, NE
DuPage County,2014,81, IL
Dunklin County,2014,11, MO
Durham County,2014,21, NC
Dutchess County,2014,39, NY
Duval County,2014,146, FL
East Baton Rouge Parish,2014,56, LA
Eaton County,2014,12, MI
Ector County,2014,29, TX
Eddy County,2014,14, NM
El Dorado County,2014,47, CA
El Paso County,2014,132, CO
El Paso County,2014,74, TX
Elkhart County,2014,21, IN
Erie County,2014,143, NY
Erie County,2014,17, OH
Erie County,2014,49, PA
Escambia County,2014,10, AL
Escambia County,2014,35, FL
Essex County,2014,193, MA
Essex County,2014,92, NJ
Etowah County,2014,17, AL
Fairbanks North Star Borough,2014,12, AK
Fairfax County,2014,68, VA
Fairfield County,2014,100, CT
Fairfield County,2014,15, OH
Faulkner County,2014,13, AR
Fayette County,2014,12, GA
Fayette County,2014,15, IN
Fayette County,2014,82, KY
Fayette County,2014,12, OH
Fayette County,2014,37, PA
Fayette County,2014,16, WV
Flathead County,2014,10, MT
Florence County,2014,20, SC
Floyd County,2014,18, IN
Floyd County,2014,22, KY
Forsyth County,2014,28, GA
Forsyth County,2014,48, NC
Fort Bend County,2014,31, TX
Franklin County,2014,10, KY
Franklin County,2014,10, MA
Franklin County,2014,21, MO
Franklin County,2014,221, OH
Franklin County,2014,20, PA
Franklin County,2014,11, TN
Frederick County,2014,32, MD
Frederick County,2014,14, VA
Fresno County,2014,128, CA
Fulton County,2014,136, GA
Galveston County,2014,43, TX
Garland County,2014,15, AR
Gaston County,2014,40, NC
Geauga County,2014,11, OH
Genesee County,2014,96, MI
Georgetown County,2014,10, SC
Gila County,2014,15, AZ
Gloucester County,2014,62, NJ
Grady County,2014,11, OK
Grafton County,2014,14, NH
Grant County,2014,10, IN
Grant County,2014,12, KY
Grays Harbor County,2014,15, WA
Grayson County,2014,12, TX
Greene County,2014,58, MO
Greene County,2014,40, OH
Greene County,2014,11, PA
Greene County,2014,18, TN
Greenville County,2014,81, SC
Greenwood County,2014,10, SC
Guilford County,2014,47, NC
Gwinnett County,2014,70, GA
Hall County,2014,22, GA
Hamblen County,2014,21, TN
Hamilton County,2014,23, IN
Hamilton County,2014,248, OH
Hamilton County,2014,55, TN
Hampden County,2014,56, MA
Hampshire County,2014,21, MA
Hancock County,2014,20, IN
Hancock County,2014,11, ME
Hancock County,2014,11, OH
Hancock County,2014,15, WV
Hanover County,2014,11, VA
Hardin County,2014,13, KY
Hardin County,2014,10, TN
Hardin County,2014,10, TX
Harford County,2014,41, MD
Harnett County,2014,14, NC
Harris County,2014,411, TX
Harrison County,2014,42, MS
Harrison County,2014,14, WV
Hartford County,2014,158, CT
Hawaii County,2014,10, HI
Henderson County,2014,11, NC
Henderson County,2014,13, TX
Hendricks County,2014,11, IN
Hennepin County,2014,148, MN
Henrico County,2014,30, VA
Henry County,2014,25, GA
Henry County,2014,12, IN
Henry County,2014,10, VA
Hernando County,2014,25, FL
Hidalgo County,2014,18, TX
Highland County,2014,12, OH
Highlands County,2014,13, FL
Hillsborough County,2014,163, FL
Hillsborough County,2014,97, NH
Honolulu County,2014,113, HI
Horry County,2014,55, SC
Houston County,2014,12, AL
Howard County,2014,16, IN
Howard County,2014,14, MD
Hudson County,2014,45, NJ
Humboldt County,2014,34, CA
Hunterdon County,2014,13, NJ
Huron County,2014,17, OH
Imperial County,2014,26, CA
Indian River County,2014,22, FL
Indiana County,2014,11, PA
Ingham County,2014,47, MI
Ionia County,2014,13, MI
Iredell County,2014,25, NC
Island County,2014,13, WA
Jackson County,2014,13, IN
Jackson County,2014,28, MI
Jackson County,2014,107, MO
Jackson County,2014,29, MS
Jackson County,2014,22, OR
Jasper County,2014,14, MO
Jefferson County,2014,210, AL
Jefferson County,2014,80, CO
Jefferson County,2014,186, KY
Jefferson County,2014,62, MO
Jefferson County,2014,14, NY
Jefferson County,2014,21, OH
Jefferson County,2014,29, TX
Jefferson County,2014,13, WI
Jefferson County,2014,11, WV
Jefferson Parish,2014,104, LA
Johnson County,2014,15, IA
Johnson County,2014,15, IN
Johnson County,2014,53, KS
Johnson County,2014,15, TX
Johnston County,2014,11, NC
Josephine County,2014,12, OR
Kalamazoo County,2014,26, MI
Kanawha County,2014,76, WV
Kane County,2014,34, IL
Kankakee County,2014,20, IL
Kaufman County,2014,14, TX
Kennebec County,2014,14, ME
Kenosha County,2014,35, WI
Kent County,2014,32, DE
Kent County,2014,58, MI
Kent County,2014,34, RI
Kenton County,2014,70, KY
Kern County,2014,208, CA
King County,2014,309, WA
Kings County,2014,23, CA
Kings County,2014,248, NY
Kitsap County,2014,20, WA
Knox County,2014,119, TN
Kootenai County,2014,10, ID
La Porte County,2014,20, IN
LaSalle County,2014,14, IL
Lackawanna County,2014,36, PA
Lafayette Parish,2014,31, LA
Lafourche Parish,2014,25, LA
Lake County,2014,30, CA
Lake County,2014,40, FL
Lake County,2014,65, IL
Lake County,2014,77, IN
Lake County,2014,53, OH
Lancaster County,2014,19, NE
Lancaster County,2014,63, PA
Lane County,2014,71, OR
Laramie County,2014,11, WY
Larimer County,2014,54, CO
Lassen County,2014,10, CA
Laurel County,2014,15, KY
Lawrence County,2014,20, PA
Le Flore County,2014,10, OK
Lea County,2014,11, NM
Leavenworth County,2014,11, KS
Lebanon County,2014,17, PA
Lee County,2014,10, AL
Lee County,2014,86, FL
Lehigh County,2014,55, PA
Lenawee County,2014,19, MI
Leon County,2014,18, FL
Leslie County,2014,10, KY
Lewis County,2014,10, WA
Lewis and Clark County,2014,12, MT
Lexington County,2014,47, SC
Licking County,2014,23, OH
Lincoln County,2014,11, MO
Lincoln County,2014,12, OR
Linn County,2014,22, IA
Linn County,2014,23, OR
Litchfield County,2014,47, CT
Livingston County,2014,41, MI
Livingston Parish,2014,29, LA
Logan County,2014,20, WV
Lonoke County,2014,13, AR
Lorain County,2014,71, OH
Los Angeles County,2014,760, CA
Loudon County,2014,10, TN
Loudoun County,2014,23, VA
Lubbock County,2014,27, TX
Lucas County,2014,116, OH
Luzerne County,2014,57, PA
Lycoming County,2014,12, PA
Macomb County,2014,268, MI
Madera County,2014,18, CA
Madison County,2014,19, AL
Madison County,2014,12, GA
Madison County,2014,79, IL
Madison County,2014,26, IN
Madison County,2014,23, KY
Madison County,2014,12, MS
Madison County,2014,11, NY
Mahoning County,2014,48, OH
Manatee County,2014,91, FL
Manitowoc County,2014,12, WI
Maricopa County,2014,733, AZ
Marin County,2014,10, CA
Marion County,2014,57, FL
Marion County,2014,245, IN
Marion County,2014,27, OH
Marion County,2014,11, OR
Marshall County,2014,19, AL
Martin County,2014,16, FL
Mason County,2014,12, WV
Matanuska-Susitna Borough,2014,17, AK
Maui County,2014,18, HI
Maury County,2014,18, TN
Mayes County,2014,10, OK
McCracken County,2014,15, KY
McHenry County,2014,30, IL
McLean County,2014,19, IL
McLennan County,2014,13, TX
McMinn County,2014,11, TN
Mecklenburg County,2014,103, NC
Medina County,2014,17, OH
Mendocino County,2014,21, CA
Merced County,2014,26, CA
Mercer County,2014,37, NJ
Mercer County,2014,26, PA
Mercer County,2014,37, WV
Merrimack County,2014,34, NH
Mesa County,2014,17, CO
Miami County,2014,19, OH
Miami-Dade County,2014,156, FL
Middlesex County,2014,32, CT
Middlesex County,2014,275, MA
Middlesex County,2014,114, NJ
Midland County,2014,17, TX
Milwaukee County,2014,241, WI
Mingo County,2014,25, WV
Minnehaha County,2014,14, SD
Mobile County,2014,54, AL
Mohave County,2014,56, AZ
Monmouth County,2014,96, NJ
Monongalia County,2014,13, WV
Monroe County,2014,10, FL
Monroe County,2014,24, IN
Monroe County,2014,35, MI
Monroe County,2014,97, NY
Monroe County,2014,20, PA
Monterey County,2014,37, CA
Montgomery County,2014,18, AL
Montgomery County,2014,73, MD
Montgomery County,2014,264, OH
Montgomery County,2014,147, PA
Montgomery County,2014,22, TN
Montgomery County,2014,31, TX
Moore County,2014,11, NC
Morgan County,2014,17, IN
Morris County,2014,41, NJ
Multnomah County,2014,139, OR
Murray County,2014,10, GA
Muscogee County,2014,21, GA
Muskegon County,2014,44, MI
Muskogee County,2014,28, OK
Napa County,2014,11, CA
Nassau County,2014,169, NY
Natrona County,2014,17, WY
Navajo County,2014,18, AZ
Nevada County,2014,16, CA
New Castle County,2014,117, DE
New Hanover County,2014,34, NC
New Haven County,2014,150, CT
New London County,2014,49, CT
New York County,2014,196, NY
Newport News city,2014,24, VA
Niagara County,2014,28, NY
Norfolk County,2014,118, MA
Norfolk city,2014,28, VA
Northampton County,2014,26, PA
Northumberland County,2014,13, PA
Nueces County,2014,56, TX
Oakland County,2014,261, MI
Ocean County,2014,120, NJ
Oconee County,2014,20, SC
Okaloosa County,2014,17, FL
Oklahoma County,2014,161, OK
Olmsted County,2014,15, MN
Oneida County,2014,36, NY
Onondaga County,2014,70, NY
Onslow County,2014,17, NC
Ontario County,2014,11, NY
Orange County,2014,363, CA
Orange County,2014,177, FL
Orange County,2014,65, NY
Orange County,2014,13, TX
Orange County,2014,10, VA
Orleans Parish,2014,104, LA
Osceola County,2014,36, FL
Oswego County,2014,16, NY
Otero County,2014,15, NM
Ottawa County,2014,24, MI
Ouachita Parish,2014,14, LA
Outagamie County,2014,13, WI
Ozaukee County,2014,10, WI
Palm Beach County,2014,249, FL
Parker County,2014,13, TX
Pasco County,2014,105, FL
Passaic County,2014,50, NJ
Paulding County,2014,27, GA
Penobscot County,2014,18, ME
Peoria County,2014,23, IL
Perry County,2014,12, KY
Philadelphia County,2014,523, PA
Pickens County,2014,33, SC
Pierce County,2014,136, WA
Pike County,2014,29, KY
Pima County,2014,222, AZ
Pinal County,2014,25, AZ
Pinellas County,2014,201, FL
Pitt County,2014,22, NC
Pittsburg County,2014,16, OK
Placer County,2014,29, CA
Plumas County,2014,10, CA
Plymouth County,2014,104, MA
Polk County,2014,93, FL
Polk County,2014,38, IA
Portage County,2014,30, OH
Porter County,2014,35, IN
Portsmouth city,2014,16, VA
Potter County,2014,14, TX
Powell County,2014,11, KY
Prince George's County,2014,60, MD
Prince William County,2014,29, VA
Providence County,2014,151, RI
Pueblo County,2014,37, CO
Pulaski County,2014,38, AR
Pulaski County,2014,12, VA
Putnam County,2014,14, NY
Putnam County,2014,20, TN
Queens County,2014,159, NY
Racine County,2014,42, WI
Raleigh County,2014,37, WV
Ramsey County,2014,47, MN
Randolph County,2014,17, NC
Rankin County,2014,11, MS
Rapides Parish,2014,14, LA
Reno County,2014,10, KS
Richland County,2014,31, OH
Richland County,2014,48, SC
Richmond County,2014,23, GA
Richmond County,2014,74, NY
Richmond city,2014,47, VA
Rio Arriba County,2014,39, NM
Riverside County,2014,342, CA
Roane County,2014,19, TN
Roanoke County,2014,17, VA
Robeson County,2014,20, NC
Rock County,2014,25, WI
Rock Island County,2014,10, IL
Rockdale County,2014,10, GA
Rockingham County,2014,60, NH
Rockland County,2014,19, NY
Rogers County,2014,12, OK
Ross County,2014,29, OH
Rowan County,2014,25, NC
Russell County,2014,15, KY
Rutherford County,2014,26, TN
Sacramento County,2014,267, CA
Saginaw County,2014,36, MI
Saline County,2014,13, AR
Salt Lake County,2014,264, UT
Sampson County,2014,15, NC
San Bernardino County,2014,238, CA
San Diego County,2014,436, CA
San Francisco County,2014,162, CA
San Joaquin County,2014,120, CA
San Juan County,2014,22, NM
San Luis Obispo County,2014,26, CA
San Mateo County,2014,67, CA
San Patricio County,2014,11, TX
Sandoval County,2014,29, NM
Sandusky County,2014,13, OH
Sangamon County,2014,34, IL
Santa Barbara County,2014,56, CA
Santa Clara County,2014,135, CA
Santa Cruz County,2014,55, CA
Santa Fe County,2014,37, NM
Santa Rosa County,2014,13, FL
Sarasota County,2014,54, FL
Saratoga County,2014,16, NY
Schuylkill County,2014,26, PA
Scioto County,2014,23, OH
Scott County,2014,14, IA
